,CH1,CH2
Second,Volt,Volt
-2.07532e-01,-4.40e-03,-2.00e-01, 
-2.07459e-01,-4.40e-03,-2.00e-01, 
-2.07385e-01,-4.00e-03,-2.00e-01, 
-2.07312e-01,-4.40e-03,-2.40e-01, 
-2.07239e-01,-4.40e-03,-2.00e-01, 
-2.07166e-01,-4.40e-03,-2.00e-01, 
-2.07092e-01,-4.20e-03,-2.00e-01, 
-2.07019e-01,-4.20e-03,-2.40e-01, 
-2.06946e-01,-4.40e-03,-2.40e-01, 
-2.06873e-01,-4.40e-03,-2.80e-01, 
-2.06799e-01,-4.00e-03,-2.00e-01, 
-2.06726e-01,-4.00e-03,-2.40e-01, 
-2.06653e-01,-4.00e-03,-2.40e-01, 
-2.06580e-01,-4.00e-03,-2.00e-01, 
-2.06506e-01,-4.20e-03,-2.00e-01, 
-2.06433e-01,-4.00e-03,-2.40e-01, 
-2.06360e-01,-4.20e-03,-2.00e-01, 
-2.06287e-01,-4.00e-03,-2.80e-01, 
-2.06213e-01,-4.20e-03,-2.80e-01, 
-2.06140e-01,-3.60e-03,-2.40e-01, 
-2.06067e-01,-4.40e-03,-2.00e-01, 
-2.05994e-01,-3.80e-03,-2.00e-01, 
-2.05921e-01,-4.60e-03,-2.40e-01, 
-2.05847e-01,-3.80e-03,-2.40e-01, 
-2.05774e-01,-3.80e-03,-2.40e-01, 
-2.05701e-01,-3.80e-03,-2.00e-01, 
-2.05628e-01,-4.20e-03,-2.40e-01, 
-2.05554e-01,-3.80e-03,-2.80e-01, 
-2.05481e-01,-4.40e-03,-3.20e-01, 
-2.05408e-01,-4.00e-03,-3.20e-01, 
-2.05335e-01,-4.20e-03,-2.40e-01, 
-2.05261e-01,-4.00e-03,-2.40e-01, 
-2.05188e-01,-4.40e-03,-2.00e-01, 
-2.05115e-01,-4.40e-03,-2.40e-01, 
-2.05042e-01,-4.60e-03,-2.40e-01, 
-2.04968e-01,-4.20e-03,-2.40e-01, 
-2.04895e-01,-4.40e-03,-2.00e-01, 
-2.04822e-01,-3.80e-03,-2.00e-01, 
-2.04749e-01,-3.80e-03,-2.40e-01, 
-2.04675e-01,-4.40e-03,-2.40e-01, 
-2.04602e-01,-3.80e-03,-2.00e-01, 
-2.04529e-01,-4.20e-03,-2.00e-01, 
-2.04456e-01,-4.00e-03,-2.40e-01, 
-2.04382e-01,-4.00e-03,-2.40e-01, 
-2.04309e-01,-4.20e-03,-2.00e-01, 
-2.04236e-01,-4.20e-03,-2.00e-01, 
-2.04163e-01,-4.00e-03,-2.00e-01, 
-2.04089e-01,-4.00e-03,-2.40e-01, 
-2.04016e-01,-4.40e-03,-2.40e-01, 
-2.03943e-01,-4.00e-03,-2.40e-01, 
-2.03870e-01,-4.00e-03,-2.00e-01, 
-2.03797e-01,-4.00e-03,-2.00e-01, 
-2.03723e-01,-4.40e-03,-2.40e-01, 
-2.03650e-01,-4.20e-03,-2.40e-01, 
-2.03577e-01,-3.60e-03,-2.00e-01, 
-2.03504e-01,-4.00e-03,-2.40e-01, 
-2.03430e-01,-4.20e-03,-2.40e-01, 
-2.03357e-01,-4.20e-03,-2.00e-01, 
-2.03284e-01,-3.80e-03,-2.40e-01, 
-2.03211e-01,-3.60e-03,-2.40e-01, 
-2.03137e-01,-3.80e-03,-2.40e-01, 
-2.03064e-01,-4.00e-03,-2.00e-01, 
-2.02991e-01,-4.20e-03,-2.00e-01, 
-2.02918e-01,-4.00e-03,-2.40e-01, 
-2.02844e-01,-4.00e-03,-2.40e-01, 
-2.02771e-01,-4.00e-03,-2.00e-01, 
-2.02698e-01,-3.80e-03,-2.00e-01, 
-2.02625e-01,-3.60e-03,-2.40e-01, 
-2.02551e-01,-3.80e-03,-2.80e-01, 
-2.02478e-01,-4.20e-03,-2.40e-01, 
-2.02405e-01,-4.00e-03,-2.40e-01, 
-2.02332e-01,-4.00e-03,-2.00e-01, 
-2.02258e-01,-4.20e-03,-2.00e-01, 
-2.02185e-01,-4.20e-03,-2.40e-01, 
-2.02112e-01,-3.80e-03,-2.40e-01, 
